area_code,drug_type,level,episodes,dimension
40504,Non-opioid analgesic and antirheumatic,Females,7,Sex
40504,Non-opioid analgesic and antirheumatic,Males,21,Sex
40504,Opioid,Females,22,Sex
40504,Opioid,Males,28,Sex
40504,Other,Females,3,Sex
40504,Other,Males,6,Sex
40504,Psychostimulants,Females,37,Sex
40504,Psychostimulants,Males,70,Sex
40504,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,7,Sex
40504,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,18,Sex
40504,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,9,Sex
40504,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,38,Sex
40504,Steroids or hormones,Males,1,Sex
40601,Alcohol,Females,37,Sex
40601,Alcohol,Males,50,Sex
40601,All drug-related,Females,71,Sex
40601,All drug-related,Males,111,Sex
40601,Cannabinoids,Females,5,Sex
40601,Cannabinoids,Males,15,Sex
40601,Hallucinogens,Females,1,Sex
40601,Hallucinogens,Males,1,Sex
40601,Multiple drug use,Females,5,Sex
40601,Multiple drug use,Males,6,Sex
40601,Non-opioid analgesic and antirheumatic,Females,2,Sex
40601,Non-opioid analgesic and antirheumatic,Males,5,Sex
40601,Opioid,Females,2,Sex
40601,Opioid,Males,5,Sex
40601,Psychostimulants,Females,10,Sex
40601,Psychostimulants,Males,18,Sex
40601,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,4,Sex
40601,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,8,Sex
40601,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,5,Sex
40601,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,3,Sex
40602,Alcohol,Females,92,Sex
40602,Alcohol,Males,140,Sex
40602,All drug-related,Females,197,Sex
40602,All drug-related,Males,300,Sex
40602,Anaesthetics,Males,1,Sex
40602,Analeptics and opioid receptor antagonists,Males,1,Sex
40602,Cannabinoids,Females,15,Sex
40602,Cannabinoids,Males,28,Sex
40602,Hallucinogens,Females,1,Sex
40602,Hallucinogens,Males,3,Sex
40602,Inhalants,Males,1,Sex
40602,Multiple drug use,Females,8,Sex
40602,Multiple drug use,Males,34,Sex
40602,Non-opioid analgesic and antirheumatic,Females,5,Sex
40602,Non-opioid analgesic and antirheumatic,Males,8,Sex
40602,Opioid,Females,22,Sex
40602,Opioid,Males,21,Sex
40602,Other,Females,2,Sex
40602,Other,Males,1,Sex
40602,Psychostimulants,Females,29,Sex
40602,Psychostimulants,Males,39,Sex
40602,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,8,Sex
40602,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,11,Sex
40602,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,15,Sex
40602,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,12,Sex
40701,Alcohol,Females,76,Sex
40701,Alcohol,Males,140,Sex
40701,All drug-related,Females,167,Sex
40701,All drug-related,Males,307,Sex
40701,Anaesthetics,Females,2,Sex
40701,Anaesthetics,Males,5,Sex
40701,Analeptics and opioid receptor antagonists,Females,1,Sex
40701,Cannabinoids,Females,14,Sex
40701,Cannabinoids,Males,16,Sex
40701,Hallucinogens,Females,4,Sex
40701,Hallucinogens,Males,5,Sex
40701,Inhalants,Males,6,Sex
40701,Multiple drug use,Females,10,Sex
40701,Multiple drug use,Males,20,Sex
40701,Non-opioid analgesic and antirheumatic,Females,4,Sex
40701,Non-opioid analgesic and antirheumatic,Males,7,Sex
40701,Opioid,Females,11,Sex
40701,Opioid,Males,24,Sex
40701,Other,Females,3,Sex
40701,Other,Males,4,Sex
40701,Psychostimulants,Females,23,Sex
40701,Psychostimulants,Males,49,Sex
40701,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,10,Sex
40701,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,11,Sex
40701,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,9,Sex
40701,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,19,Sex
40701,Steroids or hormones,Males,1,Sex
40702,Alcohol,Females,54,Sex
40702,Alcohol,Males,85,Sex
40702,All drug-related,Females,127,Sex
40702,All drug-related,Males,178,Sex
40702,Anaesthetics,Females,3,Sex
40702,Anaesthetics,Males,1,Sex
40702,Analeptics and opioid receptor antagonists,Females,2,Sex
40702,Cannabinoids,Females,10,Sex
40702,Cannabinoids,Males,10,Sex
40702,Hallucinogens,Males,4,Sex
40702,Inhalants,Females,1,Sex
40702,Inhalants,Males,1,Sex
40702,Multiple drug use,Females,12,Sex
40702,Multiple drug use,Males,11,Sex
40702,Non-opioid analgesic and antirheumatic,Females,2,Sex
40702,Non-opioid analgesic and antirheumatic,Males,2,Sex
40702,Opioid,Females,9,Sex
40702,Opioid,Males,25,Sex
40702,Other,Females,1,Sex
40702,Psychostimulants,Females,22,Sex
40702,Psychostimulants,Males,28,Sex
40702,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,2,Sex
40702,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,4,Sex
40702,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,9,Sex
40702,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,7,Sex
40703,Alcohol,Females,104,Sex
40703,Alcohol,Males,185,Sex
40703,All drug-related,Females,232,Sex
40703,All drug-related,Males,362,Sex
40703,Anaesthetics,Females,5,Sex
40703,Anaesthetics,Males,1,Sex
40703,Analeptics and opioid receptor antagonists,Females,2,Sex
40703,Analeptics and opioid receptor antagonists,Males,2,Sex
40703,Androgens and anabolic congeners,Males,1,Sex
40703,Cannabinoids,Females,11,Sex
40703,Cannabinoids,Males,24,Sex
40703,Hallucinogens,Females,4,Sex
40703,Hallucinogens,Males,2,Sex
40703,Inhalants,Females,1,Sex
40703,Inhalants,Males,5,Sex
40703,Multiple drug use,Females,18,Sex
40703,Multiple drug use,Males,28,Sex
40703,Non-opioid analgesic and antirheumatic,Females,7,Sex
40703,Non-opioid analgesic and antirheumatic,Males,13,Sex
40703,Opioid,Females,21,Sex
40703,Opioid,Males,23,Sex
40703,Other,Females,2,Sex
40703,Other,Males,1,Sex
40703,Psychostimulants,Females,35,Sex
40703,Psychostimulants,Males,46,Sex
40703,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Females,7,Sex
40703,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Males,13,Sex
40703,"Sedative-hypnotics, antiepileptics and antiparkinson",Females,15,Sex
40703,"Sedative-hypnotics, antiepileptics and antiparkinson",Males,18,Sex
40101,Alcohol,First Nations,6,Indigenous status
40101,Alcohol,Non-Indigenous,132,Indigenous status
40101,All drug-related,First Nations,15,Indigenous status
40101,All drug-related,Non-Indigenous,275,Indigenous status
40101,Anaesthetics,Non-Indigenous,1,Indigenous status
40101,Cannabinoids,First Nations,1,Indigenous status
40101,Cannabinoids,Non-Indigenous,22,Indigenous status
40101,Hallucinogens,First Nations,1,Indigenous status
40101,Hallucinogens,Non-Indigenous,4,Indigenous status
40101,Inhalants,Non-Indigenous,2,Indigenous status
40101,Multiple drug use,First Nations,1,Indigenous status
40101,Multiple drug use,Non-Indigenous,25,Indigenous status
40101,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40101,Non-opioid analgesic and antirheumatic,Non-Indigenous,9,Indigenous status
40101,Opioid,First Nations,1,Indigenous status
40101,Opioid,Non-Indigenous,18,Indigenous status
40101,Other,Non-Indigenous,5,Indigenous status
40101,Psychostimulants,First Nations,2,Indigenous status
40101,Psychostimulants,Non-Indigenous,34,Indigenous status
40101,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,4,Indigenous status
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,2,Indigenous status
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,19,Indigenous status
40102,Alcohol,First Nations,29,Indigenous status
40102,Alcohol,Non-Indigenous,241,Indigenous status
40102,All drug-related,First Nations,59,Indigenous status
40102,All drug-related,Non-Indigenous,547,Indigenous status
40102,Anaesthetics,Non-Indigenous,2,Indigenous status
40102,Cannabinoids,First Nations,5,Indigenous status
40102,Cannabinoids,Non-Indigenous,47,Indigenous status
40102,Hallucinogens,Non-Indigenous,3,Indigenous status
40102,Inhalants,Non-Indigenous,5,Indigenous status
40102,Multiple drug use,First Nations,2,Indigenous status
40102,Multiple drug use,Non-Indigenous,40,Indigenous status
40102,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40102,Non-opioid analgesic and antirheumatic,Non-Indigenous,15,Indigenous status
40102,Opioid,First Nations,5,Indigenous status
40102,Opioid,Non-Indigenous,39,Indigenous status
40102,Other,First Nations,1,Indigenous status
40102,Other,Non-Indigenous,6,Indigenous status
40102,Psychostimulants,First Nations,11,Indigenous status
40102,Psychostimulants,Non-Indigenous,90,Indigenous status
40102,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,1,Indigenous status
40102,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,23,Indigenous status
40102,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,4,Indigenous status
40102,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,36,Indigenous status
40103,Alcohol,First Nations,17,Indigenous status
40103,Alcohol,Non-Indigenous,193,Indigenous status
40103,All drug-related,First Nations,38,Indigenous status
40103,All drug-related,Non-Indigenous,453,Indigenous status
40103,Anaesthetics,Non-Indigenous,3,Indigenous status
40103,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40103,Androgens and anabolic congeners,First Nations,1,Indigenous status
40103,Androgens and anabolic congeners,Non-Indigenous,1,Indigenous status
40103,Cannabinoids,First Nations,4,Indigenous status
40103,Cannabinoids,Non-Indigenous,28,Indigenous status
40103,Hallucinogens,Non-Indigenous,5,Indigenous status
40103,Inhalants,Non-Indigenous,1,Indigenous status
40103,Multiple drug use,First Nations,1,Indigenous status
40103,Multiple drug use,Non-Indigenous,36,Indigenous status
40103,Non-opioid analgesic and antirheumatic,First Nations,2,Indigenous status
40103,Non-opioid analgesic and antirheumatic,Non-Indigenous,17,Indigenous status
40103,Opioid,First Nations,4,Indigenous status
40103,Opioid,Non-Indigenous,35,Indigenous status
40103,Other,Non-Indigenous,7,Indigenous status
40103,Psychostimulants,First Nations,3,Indigenous status
40103,Psychostimulants,Non-Indigenous,69,Indigenous status
40103,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,3,Indigenous status
40103,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,27,Indigenous status
40103,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,3,Indigenous status
40103,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,30,Indigenous status
40104,Alcohol,First Nations,15,Indigenous status
40104,Alcohol,Non-Indigenous,170,Indigenous status
40104,All drug-related,First Nations,28,Indigenous status
40104,All drug-related,Non-Indigenous,395,Indigenous status
40104,Anaesthetics,Non-Indigenous,1,Indigenous status
40104,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40104,Cannabinoids,First Nations,5,Indigenous status
40104,Cannabinoids,Non-Indigenous,30,Indigenous status
40104,Hallucinogens,Non-Indigenous,7,Indigenous status
40104,Inhalants,Non-Indigenous,2,Indigenous status
40104,Multiple drug use,Non-Indigenous,25,Indigenous status
40104,Non-opioid analgesic and antirheumatic,Non-Indigenous,14,Indigenous status
40104,Opioid,First Nations,3,Indigenous status
40104,Opioid,Non-Indigenous,40,Indigenous status
40104,Other,Non-Indigenous,7,Indigenous status
40104,Psychostimulants,First Nations,4,Indigenous status
40104,Psychostimulants,Non-Indigenous,54,Indigenous status
40104,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,9,Indigenous status
40104,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,1,Indigenous status
40104,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,35,Indigenous status
40105,Alcohol,First Nations,8,Indigenous status
40105,Alcohol,Non-Indigenous,155,Indigenous status
40105,All drug-related,First Nations,34,Indigenous status
40105,All drug-related,Non-Indigenous,340,Indigenous status
40105,Anaesthetics,Non-Indigenous,2,Indigenous status
40105,Analeptics and opioid receptor antagonists,Non-Indigenous,3,Indigenous status
40105,Androgens and anabolic congeners,Non-Indigenous,2,Indigenous status
40105,Cannabinoids,First Nations,4,Indigenous status
40105,Cannabinoids,Non-Indigenous,22,Indigenous status
40105,Hallucinogens,Non-Indigenous,2,Indigenous status
40105,Multiple drug use,First Nations,4,Indigenous status
40105,Multiple drug use,Non-Indigenous,28,Indigenous status
40105,Non-opioid analgesic and antirheumatic,First Nations,3,Indigenous status
40105,Non-opioid analgesic and antirheumatic,Non-Indigenous,13,Indigenous status
40105,Opioid,First Nations,5,Indigenous status
40105,Opioid,Non-Indigenous,27,Indigenous status
40105,Other,Non-Indigenous,5,Indigenous status
40105,Psychostimulants,First Nations,2,Indigenous status
40105,Psychostimulants,Non-Indigenous,54,Indigenous status
40105,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40105,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,9,Indigenous status
40105,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,6,Indigenous status
40105,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,18,Indigenous status
40106,Alcohol,First Nations,37,Indigenous status
40106,Alcohol,Non-Indigenous,289,Indigenous status
40106,All drug-related,First Nations,57,Indigenous status
40106,All drug-related,Non-Indigenous,683,Indigenous status
40106,Anaesthetics,Non-Indigenous,2,Indigenous status
40106,Analeptics and opioid receptor antagonists,First Nations,1,Indigenous status
40106,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40106,Androgens and anabolic congeners,Non-Indigenous,2,Indigenous status
40106,Cannabinoids,First Nations,4,Indigenous status
40106,Cannabinoids,Non-Indigenous,61,Indigenous status
40106,Hallucinogens,Non-Indigenous,13,Indigenous status
40106,Inhalants,Non-Indigenous,5,Indigenous status
40106,Multiple drug use,First Nations,3,Indigenous status
40106,Multiple drug use,Non-Indigenous,51,Indigenous status
40106,Non-opioid analgesic and antirheumatic,Non-Indigenous,28,Indigenous status
40106,Opioid,First Nations,3,Indigenous status
40106,Opioid,Non-Indigenous,62,Indigenous status
40106,Other,Non-Indigenous,9,Indigenous status
40106,Psychostimulants,First Nations,7,Indigenous status
40106,Psychostimulants,Non-Indigenous,95,Indigenous status
40106,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40106,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,23,Indigenous status
40106,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,42,Indigenous status
40107,Alcohol,First Nations,29,Indigenous status
40107,Alcohol,Non-Indigenous,320,Indigenous status
40107,All drug-related,First Nations,62,Indigenous status
40107,All drug-related,Non-Indigenous,719,Indigenous status
40107,Anaesthetics,Non-Indigenous,6,Indigenous status
40107,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40107,Cannabinoids,First Nations,7,Indigenous status
40107,Cannabinoids,Non-Indigenous,61,Indigenous status
40107,Hallucinogens,Non-Indigenous,8,Indigenous status
40107,Inhalants,First Nations,1,Indigenous status
40107,Inhalants,Non-Indigenous,3,Indigenous status
40107,Multiple drug use,First Nations,2,Indigenous status
40107,Multiple drug use,Non-Indigenous,47,Indigenous status
40107,Non-opioid analgesic and antirheumatic,Non-Indigenous,19,Indigenous status
40107,Opioid,First Nations,4,Indigenous status
40107,Opioid,Non-Indigenous,70,Indigenous status
40107,Other,Non-Indigenous,3,Indigenous status
40107,Psychostimulants,First Nations,11,Indigenous status
40107,Psychostimulants,Non-Indigenous,111,Indigenous status
40107,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40107,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,23,Indigenous status
40107,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,6,Indigenous status
40107,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,47,Indigenous status
40201,Alcohol,First Nations,6,Indigenous status
40201,Alcohol,Non-Indigenous,110,Indigenous status
40201,All drug-related,First Nations,20,Indigenous status
40201,All drug-related,Non-Indigenous,271,Indigenous status
40201,Anaesthetics,Non-Indigenous,1,Indigenous status
40201,Analeptics and opioid receptor antagonists,Non-Indigenous,2,Indigenous status
40201,Cannabinoids,First Nations,4,Indigenous status
40201,Cannabinoids,Non-Indigenous,20,Indigenous status
40201,Hallucinogens,First Nations,1,Indigenous status
40201,Hallucinogens,Non-Indigenous,5,Indigenous status
40201,Inhalants,Non-Indigenous,1,Indigenous status
40201,Multiple drug use,Non-Indigenous,18,Indigenous status
40201,Non-opioid analgesic and antirheumatic,Non-Indigenous,13,Indigenous status
40201,Opioid,First Nations,1,Indigenous status
40201,Opioid,Non-Indigenous,32,Indigenous status
40201,Other,Non-Indigenous,5,Indigenous status
40201,Psychostimulants,First Nations,4,Indigenous status
40201,Psychostimulants,Non-Indigenous,38,Indigenous status
40201,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40201,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,12,Indigenous status
40201,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,2,Indigenous status
40201,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,14,Indigenous status
40202,Alcohol,First Nations,26,Indigenous status
40202,Alcohol,Non-Indigenous,252,Indigenous status
40202,All drug-related,First Nations,49,Indigenous status
40202,All drug-related,Non-Indigenous,606,Indigenous status
40202,Anaesthetics,First Nations,1,Indigenous status
40202,Anaesthetics,Non-Indigenous,3,Indigenous status
40202,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40202,Cannabinoids,First Nations,3,Indigenous status
40202,Cannabinoids,Non-Indigenous,44,Indigenous status
40202,Hallucinogens,Non-Indigenous,4,Indigenous status
40202,Inhalants,First Nations,1,Indigenous status
40202,Inhalants,Non-Indigenous,7,Indigenous status
40202,Multiple drug use,First Nations,2,Indigenous status
40202,Multiple drug use,Non-Indigenous,45,Indigenous status
40202,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40202,Non-opioid analgesic and antirheumatic,Non-Indigenous,27,Indigenous status
40202,Opioid,First Nations,4,Indigenous status
40202,Opioid,Non-Indigenous,54,Indigenous status
40202,Other,Non-Indigenous,10,Indigenous status
40202,Psychostimulants,First Nations,5,Indigenous status
40202,Psychostimulants,Non-Indigenous,103,Indigenous status
40202,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,4,Indigenous status
40202,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,18,Indigenous status
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,2,Indigenous status
40202,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,37,Indigenous status
40202,Steroids or hormones,Non-Indigenous,1,Indigenous status
40203,Alcohol,First Nations,15,Indigenous status
40203,Alcohol,Non-Indigenous,159,Indigenous status
40203,All drug-related,First Nations,27,Indigenous status
40203,All drug-related,Non-Indigenous,347,Indigenous status
40203,Anaesthetics,Non-Indigenous,2,Indigenous status
40203,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40203,Androgens and anabolic congeners,Non-Indigenous,2,Indigenous status
40203,Cannabinoids,First Nations,1,Indigenous status
40203,Cannabinoids,Non-Indigenous,34,Indigenous status
40203,Hallucinogens,Non-Indigenous,7,Indigenous status
40203,Inhalants,Non-Indigenous,2,Indigenous status
40203,Multiple drug use,First Nations,2,Indigenous status
40203,Multiple drug use,Non-Indigenous,18,Indigenous status
40203,Non-opioid analgesic and antirheumatic,Non-Indigenous,9,Indigenous status
40203,Opioid,First Nations,5,Indigenous status
40203,Opioid,Non-Indigenous,27,Indigenous status
40203,Other,Non-Indigenous,7,Indigenous status
40203,Psychostimulants,First Nations,4,Indigenous status
40203,Psychostimulants,Non-Indigenous,53,Indigenous status
40203,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,7,Indigenous status
40203,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,19,Indigenous status
40204,Alcohol,First Nations,28,Indigenous status
40204,Alcohol,Non-Indigenous,341,Indigenous status
40204,All drug-related,First Nations,65,Indigenous status
40204,All drug-related,Non-Indigenous,789,Indigenous status
40204,Anaesthetics,Non-Indigenous,4,Indigenous status
40204,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40204,Androgens and anabolic congeners,Non-Indigenous,2,Indigenous status
40204,Cannabinoids,First Nations,7,Indigenous status
40204,Cannabinoids,Non-Indigenous,60,Indigenous status
40204,Hallucinogens,Non-Indigenous,8,Indigenous status
40204,Inhalants,Non-Indigenous,7,Indigenous status
40204,Multiple drug use,First Nations,7,Indigenous status
40204,Multiple drug use,Non-Indigenous,75,Indigenous status
40204,Non-opioid analgesic and antirheumatic,Non-Indigenous,27,Indigenous status
40204,Opioid,First Nations,4,Indigenous status
40204,Opioid,Non-Indigenous,61,Indigenous status
40204,Other,First Nations,1,Indigenous status
40204,Other,Non-Indigenous,10,Indigenous status
40204,Psychostimulants,First Nations,9,Indigenous status
40204,Psychostimulants,Non-Indigenous,118,Indigenous status
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40204,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,26,Indigenous status
40204,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,7,Indigenous status
40204,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,49,Indigenous status
40205,Alcohol,First Nations,24,Indigenous status
40205,Alcohol,Non-Indigenous,358,Indigenous status
40205,All drug-related,First Nations,60,Indigenous status
40205,All drug-related,Non-Indigenous,781,Indigenous status
40205,Anaesthetics,Non-Indigenous,2,Indigenous status
40205,Analeptics and opioid receptor antagonists,Non-Indigenous,2,Indigenous status
40205,Androgens and anabolic congeners,Non-Indigenous,2,Indigenous status
40205,Cannabinoids,First Nations,5,Indigenous status
40205,Cannabinoids,Non-Indigenous,48,Indigenous status
40205,Hallucinogens,Non-Indigenous,2,Indigenous status
40205,Inhalants,Non-Indigenous,4,Indigenous status
40205,Multiple drug use,First Nations,8,Indigenous status
40205,Multiple drug use,Non-Indigenous,58,Indigenous status
40205,Non-opioid analgesic and antirheumatic,First Nations,2,Indigenous status
40205,Non-opioid analgesic and antirheumatic,Non-Indigenous,17,Indigenous status
40205,Opioid,First Nations,4,Indigenous status
40205,Opioid,Non-Indigenous,75,Indigenous status
40205,Other,First Nations,2,Indigenous status
40205,Other,Non-Indigenous,9,Indigenous status
40205,Psychostimulants,First Nations,11,Indigenous status
40205,Psychostimulants,Non-Indigenous,127,Indigenous status
40205,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,3,Indigenous status
40205,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,32,Indigenous status
40205,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,1,Indigenous status
40205,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,44,Indigenous status
40205,Steroids or hormones,Non-Indigenous,1,Indigenous status
40301,Alcohol,First Nations,24,Indigenous status
40301,Alcohol,Non-Indigenous,264,Indigenous status
40301,All drug-related,First Nations,53,Indigenous status
40301,All drug-related,Non-Indigenous,599,Indigenous status
40301,Anaesthetics,First Nations,1,Indigenous status
40301,Anaesthetics,Non-Indigenous,4,Indigenous status
40301,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40301,Androgens and anabolic congeners,Non-Indigenous,1,Indigenous status
40301,Cannabinoids,First Nations,3,Indigenous status
40301,Cannabinoids,Non-Indigenous,43,Indigenous status
40301,Hallucinogens,First Nations,1,Indigenous status
40301,Hallucinogens,Non-Indigenous,4,Indigenous status
40301,Inhalants,Non-Indigenous,5,Indigenous status
40301,Multiple drug use,First Nations,2,Indigenous status
40301,Multiple drug use,Non-Indigenous,48,Indigenous status
40301,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40301,Non-opioid analgesic and antirheumatic,Non-Indigenous,19,Indigenous status
40301,Opioid,First Nations,6,Indigenous status
40301,Opioid,Non-Indigenous,48,Indigenous status
40301,Other,Non-Indigenous,6,Indigenous status
40301,Psychostimulants,First Nations,7,Indigenous status
40301,Psychostimulants,Non-Indigenous,90,Indigenous status
40301,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40301,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,17,Indigenous status
40301,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,6,Indigenous status
40301,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,48,Indigenous status
40301,Steroids or hormones,Non-Indigenous,1,Indigenous status
40302,Alcohol,First Nations,29,Indigenous status
40302,Alcohol,Non-Indigenous,297,Indigenous status
40302,All drug-related,First Nations,71,Indigenous status
40302,All drug-related,Non-Indigenous,655,Indigenous status
40302,Anaesthetics,Non-Indigenous,3,Indigenous status
40302,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40302,Androgens and anabolic congeners,Non-Indigenous,1,Indigenous status
40302,Cannabinoids,First Nations,5,Indigenous status
40302,Cannabinoids,Non-Indigenous,64,Indigenous status
40302,Hallucinogens,Non-Indigenous,9,Indigenous status
40302,Inhalants,First Nations,2,Indigenous status
40302,Inhalants,Non-Indigenous,1,Indigenous status
40302,Multiple drug use,First Nations,3,Indigenous status
40302,Multiple drug use,Non-Indigenous,42,Indigenous status
40302,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40302,Non-opioid analgesic and antirheumatic,Non-Indigenous,20,Indigenous status
40302,Opioid,First Nations,4,Indigenous status
40302,Opioid,Non-Indigenous,38,Indigenous status
40302,Other,First Nations,1,Indigenous status
40302,Other,Non-Indigenous,4,Indigenous status
40302,Psychostimulants,First Nations,12,Indigenous status
40302,Psychostimulants,Non-Indigenous,119,Indigenous status
40302,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,7,Indigenous status
40302,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,27,Indigenous status
40302,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,7,Indigenous status
40302,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,28,Indigenous status
40302,Steroids or hormones,Non-Indigenous,1,Indigenous status
40303,Alcohol,First Nations,22,Indigenous status
40303,Alcohol,Non-Indigenous,214,Indigenous status
40303,All drug-related,First Nations,43,Indigenous status
40303,All drug-related,Non-Indigenous,504,Indigenous status
40303,Anaesthetics,Non-Indigenous,6,Indigenous status
40303,Analeptics and opioid receptor antagonists,Non-Indigenous,3,Indigenous status
40303,Androgens and anabolic congeners,Non-Indigenous,1,Indigenous status
40303,Cannabinoids,First Nations,1,Indigenous status
40303,Cannabinoids,Non-Indigenous,46,Indigenous status
40303,Hallucinogens,Non-Indigenous,5,Indigenous status
40303,Inhalants,Non-Indigenous,4,Indigenous status
40303,Multiple drug use,First Nations,3,Indigenous status
40303,Multiple drug use,Non-Indigenous,37,Indigenous status
40303,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40303,Non-opioid analgesic and antirheumatic,Non-Indigenous,11,Indigenous status
40303,Opioid,First Nations,2,Indigenous status
40303,Opioid,Non-Indigenous,51,Indigenous status
40303,Other,First Nations,1,Indigenous status
